,text,name,Unnamed: 0,index
35,"Old Goa is a UNESCO World Heritage site and a former colonial capital of Portuguese India. The city is located in the state of Goa, India and is known for its beautiful churches, ancient temples, and scenic beauty. The Basilica of Bom Jesus, which houses the relics of St. Francis Xavier, is a major attraction in Old Goa. Other popular places to visit include the Se Cathedral, the Church of St. Francis of Assisi, and the Chapel of St. Catherine.

In addition to its historical and religious sites, Old Goa also has some great shopping opportunities. The Anjuna Flea Market is a must-visit for anyone interested in shopping for souvenirs, clothing, jewelry, and handicrafts. Other popular shopping destinations include the Mapusa Market, the Panjim Market, and the Calangute Market Square.

If you're looking for a bite to eat, Old Goa has plenty of options to choose from. Local favorites include Vinayak Family Restaurant, Viva Panjim, and Cafe Central. For a fine dining experience, check out the restaurants at some of the city's luxury hotels, such as the Cidade de Goa and the Grand Hyatt Goa. ","['Anjuna Flea Market', 'Mapusa Market', 'Panjim Market', 'Calangute Market Square']",35.0,11.0
36,"Kashmir, known as the ""Heaven on Earth,"" is a place that will take your breath away with its natural beauty. The place is surrounded by the Himalayas and offers scenic views of snow-capped mountains, lush greenery, and sparkling blue water. The best time to visit Kashmir is between April and October when the weather is pleasant and you can enjoy all the outdoor activities.

One of the must-visit tourist attractions in Kashmir is the Dal Lake. This lake is surrounded by beautiful gardens and the Mughal-era Shalimar Bagh is a must-visit. You can also take a shikara ride on the lake and enjoy the mesmerizing beauty of the place. Another popular tourist spot is the Nishat Bagh, which is a terraced garden overlooking the Dal Lake.

If you're interested in adventure activities, Kashmir has a lot to offer. You can go trekking, camping, and skiing in the mountains. The Gulmarg Ski Resort is a popular destination for skiing enthusiasts.

Kashmir is also famous for its handicrafts and shopping. You can visit the local markets and shops to buy Kashmiri shawls, carpets, and wooden artifacts. The Lal Chowk market is a popular shopping spot in Srinagar, the capital city of Kashmir.

When it comes to food, Kashmir has a unique cuisine that you must try. Some of the popular dishes include rogan josh, yakhni, and dum aloo. You can also try the traditional Kashmiri tea known as kahwa.

In terms of accommodation, there are many options available in Kashmir ranging from budget hotels to luxury resorts. Some of the popular options include the Vivanta Dal View, the Lalit Grand Palace, and the Hotel Heevan Retreat.

","['Dal Lake', 'Shalimar Bagh', 'Nishat Bagh', 'Gulmarg Ski Resort', 'Lal Chowk Market', 'Vivanta Dal View', 'Lalit Grand Palace', 'Hotel Heevan Retreat']",36.0,12.0
37,"Chennai, also known as Madras, is the capital city of the Indian state of Tamil Nadu. Located on the Coromandel Coast of the Bay of Bengal, Chennai is known for its rich culture, history, and traditions. Here are some of the top tourist attractions, restaurants, and shopping places to explore in Chennai.

Tourist Attractions:

Marina Beach - The second-longest beach in the world, Marina Beach is a popular spot for locals and tourists alike.
Fort St. George - A historic fort built by the British in the 17th century, now home to the Tamil Nadu Legislative Assembly and Secretariat.
Kapaleeswarar Temple - A famous Hindu temple dedicated to Lord Shiva, known for its stunning Dravidian architecture.
Government Museum - One of the oldest museums in India, with a vast collection of art, artifacts, and natural history exhibits.
Santhome Basilica - A Roman Catholic church built over the tomb of St. Thomas, one of the 12 apostles of Jesus.
Restaurants:

Murugan Idli Shop - A popular chain of South Indian vegetarian restaurants, known for their fluffy idlis and crispy dosas.
Peshawri - A fine-dining restaurant at the ITC Grand Chola hotel, known for its authentic North Indian cuisine.
Buhari - A legendary restaurant that has been serving delicious biryanis and kebabs since 1951.
Saravana Bhavan - A vegetarian restaurant chain that serves delicious South Indian cuisine.
Amethyst Cafe - A cozy cafe that offers a range of continental and Indian dishes, along with an extensive tea and coffee menu.
Shopping Places:

T. Nagar - A bustling shopping district known for its silk sarees, jewelry, and street food.
Pondy Bazaar - A popular street market that offers a wide range of clothing, accessories, and home decor items.
Phoenix MarketCity - A modern shopping mall with over 300 stores, including international brands and a multiplex cinema.
Spencer Plaza - One of the oldest shopping malls in India, with a range of stores selling clothing, electronics, and home goods.
Chennai Citi Centre - A popular shopping mall that houses a range of stores selling fashion, electronics, and more.
","['Marina Beach', 'Fort St. George', 'Kapaleeswarar Temple', 'Government Museum', 'Santhome Basilica', 'Murugan Idli Shop', 'Peshawri', 'Buhari', 'Saravana Bhavan', 'Amethyst Cafe', 'T. Nagar', 'Pondy Bazaar', 'Phoenix MarketCity', 'Spencer Plaza', 'Chennai Citi Centre']",37.0,13.0
38,"Jaipur, also known as the Pink City, is the capital of the Indian state of Rajasthan. It is known for its rich history, vibrant culture, and stunning architecture. Here are some top tourist attractions, shopping places, and restaurants to check out in Jaipur:

Hawa Mahal: Also known as the Palace of Winds, it is a beautiful palace with a unique honeycomb structure.

Amber Fort: A majestic fort located on a hilltop, it is famous for its intricate architecture and stunning views.

City Palace: A grand palace complex that includes gardens, courtyards, and several buildings, including the Chandra Mahal and Mubarak Mahal.

Jantar Mantar: An astronomical observatory with a collection of astronomical instruments.

Nahargarh Fort: A fort located on the edge of the Aravalli Hills, it offers breathtaking views of the city.

Johri Bazaar: A bustling shopping area that offers a wide range of products, including jewelry, textiles, and handicrafts.

Bapu Bazaar: Another popular shopping destination in Jaipur that offers a variety of traditional Rajasthani goods.

Rambagh Palace: A luxury hotel located in a stunning palace, it offers exquisite dining experiences, including the Suvarna Mahal and the Rajput Room.

LMB Restaurant: A popular restaurant in the city that serves traditional Rajasthani food, including dal bati churma and laal maas.

Jaipur Adda: A rooftop restaurant that offers stunning views of the city and serves a variety of cuisines, including Indian and Chinese. ","['Hawa Mahal', 'Amber Fort', 'City Palace', 'Jantar Mantar', 'Nahargarh Fort', 'Johri Bazaar', 'Bapu Bazaar', 'Rambagh Palace', 'LMB Restaurant', 'Jaipur Adda']",38.0,14.0
39,"Jodhpur is a city located in the Indian state of Rajasthan. It is often referred to as the ""Blue City"" because of the blue-painted houses in the old town area. Jodhpur has a rich cultural heritage and is known for its magnificent palaces, temples, and forts. The city is also famous for its handicrafts, textiles, and spices.

Some of the must-visit tourist attractions in Jodhpur include the majestic Mehrangarh Fort, the beautiful Umaid Bhawan Palace, and the stunning Jaswant Thada mausoleum. Other popular places to visit include the Clock Tower, the Mandore Gardens, and the Balsamand Lake. Adventure enthusiasts can take a thrilling zip-line tour over the Mehrangarh Fort or go on a desert safari to explore the sand dunes.

Jodhpur is also a shopper's paradise with a wide range of shopping options available. The city is famous for its traditional textiles, handicrafts, and spices. Some of the popular shopping destinations in Jodhpur include the bustling Sardar Market, the vibrant Tripolia Bazaar, and the upscale Mochi Bazaar.

When it comes to food, Jodhpur has a rich culinary tradition. The city is known for its mouth-watering Rajasthani cuisine, which includes dishes like dal bati churma, gatte ki sabzi, and ker sangri. Some of the popular restaurants in Jodhpur include the rooftop restaurant at the Pal Haveli, the Jharokha restaurant at the Umaid Bhawan Palace, and the Risala restaurant at the Ajit Bhawan Palace. ","['Mehrangarh Fort', 'Umaid Bhawan Palace', 'Jaswant Thada', 'Clock Tower', 'Mandore Gardens', 'Balsamand Lake', 'Sardar Market', 'Tripolia Bazaar', 'Mochi Bazaar', 'Pal Haveli', 'Jharokha Restaurant', 'Risala Restaurant']",39.0,15.0
40,"City Palace: The City Palace is a magnificent palace complex situated on the banks of Lake Pichola. It was built by Maharana Udai Singh II in the 16th century and is a fine example of Rajasthani and Mughal architecture.
Lake Palace: The Lake Palace is a stunning palace situated on an island in Lake Pichola. It was built by Maharana Jagat Singh II in the 18th century and is now a luxury hotel.
Jag Mandir: Jag Mandir is a palace situated on an island in Lake Pichola. It was built by Maharana Karan Singh in the 17th century and is a fine example of Rajput architecture.
Saheliyon Ki Bari: Saheliyon Ki Bari is a beautiful garden situated on the banks of Fateh Sagar Lake. It was built by Maharana Sangram Singh in the 18th century and is a popular tourist spot.
Fateh Sagar Lake: Fateh Sagar Lake is a beautiful lake situated in the north-west of Udaipur. It was built by Maharana Jai Singh in the 17th century and is a popular spot for boating.","['City Palace', 'Lake Palace', 'Jag Mandir', 'Saheliyon Ki Bari', 'Fateh Sagar Lake']",40.0,16.0
41,"Hathi Pol Bazaar: Hathi Pol Bazaar is a popular shopping area in Udaipur where you can find a variety of handicrafts, textiles, and souvenirs.
Bada Bazaar: Bada Bazaar is one of the oldest and largest markets in Udaipur. It is known for its silver jewelry, textiles, and leather goods.
Shilpgram: Shilpgram is a crafts village situated on the outskirts of Udaipur. It showcases the art and culture of Rajasthan and is a great place to buy traditional handicrafts and souvenirs.
Rajasthali: Rajasthali is a government-run emporium that sells a wide range of handicrafts, textiles, and souvenirs.
Jagdish Chowk: Jagdish Chowk is a market near the Jagdish Temple in Udaipur. It is known for its beautiful textiles and handicrafts.","['Hathi Pol Bazaar', 'Bada Bazaar', 'Shilpgram', 'Rajasthali', 'Jagdish Chowk']",41.0,17.0
42,"Patna, the capital city of Bihar, is located on the southern bank of the Ganges River. The city has a rich cultural heritage and is home to several historical monuments and temples. One of the most popular tourist attractions in Patna is the Mahavir Mandir, a temple dedicated to Lord Hanuman. Other must-visit places include the Patna Museum, which houses a collection of artifacts and sculptures from the Maurya and Gupta dynasties, and the Golghar, a granary built by the British in the 18th century.

For shopping, visitors can head to the Patna Market, which is famous for its silk sarees and handicrafts. The Hathwa Market is another popular shopping destination, known for its antique items and jewelry.

When it comes to food, Patna offers a wide variety of options for foodies. Litti Chokha, a traditional Bihari dish made with baked wheat flour dumplings and a spicy potato and tomato mash, is a must-try. Other popular dishes include Sattu Paratha, Dal Puri and the Bihari Thali.

 ","['Mahavir Mandir', 'Patna Museum', 'Golghar', 'Patna Market', 'Hathwa Market']",42.0,18.0
43,"Agra is a city located in the northern state of Uttar Pradesh in India. It is known for being the home of the Taj Mahal, one of the Seven Wonders of the World, as well as other historical landmarks from the Mughal era. Agra is also famous for its local handicrafts such as leather goods, marble work, and embroidery.

If you're visiting Agra, a must-see attraction is, of course, the Taj Mahal. This iconic monument is known for its intricate carvings, white marble facade, and romantic history. You can also visit Agra Fort, another Mughal-era monument that features stunning architecture and a rich history. ","['Taj Mahal', 'Agra Fort']",43.0,19.0
44,"Mathura, located in the northern Indian state of Uttar Pradesh, is known for being the birthplace of Lord Krishna. It is an important pilgrimage site for Hindus and attracts devotees from all over India. The city is home to several ancient temples, including the Krishna Janmasthan Temple, which is believed to be the birthplace of Lord Krishna. Other popular temples include Dwarkadhish Temple, Banke Bihari Temple, and ISKCON Temple.

Apart from its religious significance, Mathura is also a hub for shopping. The city is famous for its handicrafts, especially brass work, which is widely available in the local markets. The Holi Gate Bazaar is a popular shopping destination for tourists, offering a range of handicrafts, textiles, and jewelry. The market is also known for its street food, with stalls selling chaat, samosas, and other local delicacies.

Mathura is also a gateway to Vrindavan, another important pilgrimage site for Hindus. Vrindavan is located just a few kilometers from Mathura and is home to several temples dedicated to Lord Krishna. The town is famous for its colorful Holi celebrations, which attract tourists from all over the world. ","['Krishna Janmasthan Temple', 'Dwarkadhish Temple', 'Banke Bihari Temple', 'ISKCON Temple', 'Holi Gate Bazaar', 'Vrindavan', 'Govardhan Hill', 'Kusum Sarovar', 'Prem Mandir', 'Radha Kund']",44.0,20.0
45,"Lucknow, the city of Nawabs, is known for its rich heritage, culture, and delectable cuisine. One of the main attractions is the Bara Imambara, a grand mosque that features a labyrinthine maze and a towering gateway. Another must-visit is the Chhota Imambara, a beautiful mausoleum that is also home to a stunning chandelier and the city's largest step well. For those interested in history, the Lucknow Residency is a significant site that provides a glimpse into the 1857 Indian War of Independence. The Rumi Darwaza, a stunning gateway that once served as the entrance to the Old City, is also a must-see. The Hussainabad Clock Tower, with its Victorian architecture, is a unique attraction. The State Museum of Lucknow showcases the region's rich history, art, and culture. The Ambedkar Memorial Park is a beautiful and peaceful park that honors the memory of Dr. B.R. Ambedkar. The Begum Hazrat Mahal Park is a sprawling green space that is perfect for picnics and relaxing. Lastly, Hazratganj is a popular shopping district that is famous for its wide variety of stores. ","['Bara Imambara', 'Chhota Imambara', 'Lucknow Residency', 'Rumi Darwaza', 'Hussainabad Clock Tower', 'State Museum of Lucknow', 'Ambedkar Memorial Park', 'Begum Hazrat Mahal Park', 'Hazratganj']",45.0,21.0
46,"One of the must-visit places in Bhubaneswar is the Lingaraj Temple, dedicated to Lord Shiva. This ancient temple is known for its exquisite carvings and architecture, and attracts a large number of visitors every day. Another important temple in the city is the Mukteswara Temple, which is known for its beautiful sculptures and intricate carvings.

For those interested in history and culture, the Odisha State Museum is a great place to visit. The museum houses a large collection of artifacts, sculptures, and paintings from different periods of history, providing visitors with a glimpse into the rich cultural heritage of the state.

Bhubaneswar is also known for its beautiful parks and gardens, including the Ekamra Kanan Botanical Gardens and the Nicco Park. These parks offer a peaceful retreat from the hustle and bustle of the city, and are popular among both locals and tourists.

In terms of shopping, the city has a number of markets and malls, including the Bapuji Nagar Market, the Shahid Nagar Market and the Forum Mart. These places offer a wide range of products, from traditional handicrafts to modern fashion and accessories.

Overall, Bhubaneswar is a great place to visit for those interested in history, culture, and nature. Its beautiful temples, museums, parks, and markets make it a must-visit destination for anyone traveling to Odisha. ","['Lingaraj Temple', 'Mukteswara Temple', 'Odisha State Museum', 'Ekamra Kanan Botanical Gardens', 'Nicco Park', 'Bapuji Nagar Market', 'Shahid Nagar Market', 'Forum Mart']",46.0,22.0
47,"Louvre Museum, Paris, France
Smithsonian Institution, Washington D.C., USA
Metropolitan Museum of Art, New York, USA
British Museum, London, UK
National Museum of China, Beijing, China
National Museum of Natural History, Washington D.C., USA
National Air and Space Museum, Washington D.C., USA
Hermitage Museum, St. Petersburg, Russia
Vatican Museums, Vatican City
National Palace Museum, Taipei, Taiwan
State Hermitage Museum, Amsterdam, Netherlands
Rijksmuseum, Amsterdam, Netherlands
National Museum of Anthropology, Mexico City, Mexico
Guggenheim Museum, Bilbao, Spain
Museum of Modern Art, New York, USA
Acropolis Museum, Athens, Greece
Prado Museum, Madrid, Spain
National Gallery, London, UK
Musée d'Orsay, Paris, France
National Museum of American History, Washington D.C., USA
Tate Modern, London, UK
National Museum of Korea, Seoul, South Korea
National Gallery of Art, Washington D.C., USA
Smithsonian National Museum of African American History and Culture, Washington D.C., USA
Museum of Fine Arts, Boston, USA
National Museum of Scotland, Edinburgh, UK
National Museum of African Art, Washington D.C., USA
National Museum of the American Indian, Washington D.C., USA
Shanghai Museum, Shanghai, China
Uffizi Gallery, Florence, Italy ","['Louvre Museum, Paris, France', 'Smithsonian Institution, Washington D.C., USA', 'Metropolitan Museum of Art, New York, USA', 'British Museum, London, UK', 'National Museum of China, Beijing, China', 'National Museum of Natural History, Washington D.C., USA', 'National Air and Space Museum, Washington D.C., USA', 'Hermitage Museum, St. Petersburg, Russia', 'Vatican Museums, Vatican City', 'National Palace Museum, Taipei, Taiwan', 'State Hermitage Museum, Amsterdam, Netherlands', 'Rijksmuseum, Amsterdam, Netherlands', 'National Museum of Anthropology, Mexico City, Mexico', 'Guggenheim Museum, Bilbao, Spain', 'Museum of Modern Art, New York, USA', 'Acropolis Museum, Athens, Greece', 'Prado Museum, Madrid, Spain', 'National Gallery, London, UK', ""Musée d'Orsay, Paris, France"", 'National Museum of American History, Washington D.C., USA', 'Tate Modern, London, UK', 'National Museum of Korea, Seoul, South Korea', 'National Gallery of Art, Washington D.C., USA', 'Smithsonian National Museum of African American History and Culture, Washington D.C., USA', 'Museum of Fine Arts, Boston, USA', 'National Museum of Scotland, Edinburgh, UK', 'National Museum of African Art, Washington D.C., USA', 'National Museum of the American Indian, Washington D.C., USA', 'Shanghai Museum, Shanghai, China', 'Uffizi Gallery, Florence, Italy']",47.0,23.0
48,"Indian Museum, Kolkata
National Museum, New Delhi
Chhatrapati Shivaji Maharaj Vastu Sangrahalaya (formerly Prince of Wales Museum), Mumbai
Salar Jung Museum, Hyderabad
Government Museum and Art Gallery, Chandigarh
National Gallery of Modern Art, New Delhi
Dr. Bhau Daji Lad Mumbai City Museum, Mumbai
Victoria Memorial Hall, Kolkata
Indian War Memorial Museum, New Delhi
Visvesvaraya Industrial and Technological Museum, Bangalore
Calico Museum of Textiles, Ahmedabad
Mahatma Gandhi Memorial Museum, New Delhi
HAL Aerospace Museum, Bangalore
Shankar's International Dolls Museum, New Delhi
Sulabh International Museum of Toilets, New Delhi
Jehangir Art Gallery, Mumbai
Kerala Folklore Museum, Kochi
Government Museum, Chennai
Allahabad Museum, Allahabad
Gandhi Smriti Museum, New Delhi
Rabindra Bharati Museum, Kolkata
Raja Dinkar Kelkar Museum, Pune
Napier Museum, Thiruvananthapuram
Chandigarh Museum and Art Gallery, Chandigarh
National Science Centre, New Delhi
Baroda Museum and Picture Gallery, Vadodara
Bihar Museum, Patna
Sulabh International Museum of Toilets, New Delhi
Indian Air Force Museum, Palam, New Delhi
Submarine Museum, Visakhapatnam ","['Indian Museum, Kolkata', 'National Museum, New Delhi', 'Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Mumbai', 'Salar Jung Museum, Hyderabad', 'Government Museum and Art Gallery, Chandigarh', 'National Gallery of Modern Art, New Delhi', 'Dr. Bhau Daji Lad Mumbai City Museum, Mumbai', 'Victoria Memorial Hall, Kolkata', 'Indian War Memorial Museum, New Delhi', 'Visvesvaraya Industrial and Technological Museum, Bangalore', 'Calico Museum of Textiles, Ahmedabad', 'Mahatma Gandhi Memorial Museum, New Delhi', 'HAL Aerospace Museum, Bangalore', ""Shankar's International Dolls Museum, New Delhi"", 'Sulabh International Museum of Toilets, New Delhi', 'Jehangir Art Gallery, Mumbai', 'Kerala Folklore Museum, Kochi', 'Government Museum, Chennai', 'Allahabad Museum, Allahabad', 'Gandhi Smriti Museum, New Delhi', 'Rabindra Bharati Museum, Kolkata', 'Raja Dinkar Kelkar Museum, Pune', 'Napier Museum, Thiruvananthapuram', 'Chandigarh Museum and Art Gallery, Chandigarh', 'National Science Centre, New Delhi', 'Baroda Museum and Picture Gallery, Vadodara', 'Bihar Museum, Patna', 'Sulabh International Museum of Toilets, New Delhi', 'Indian Air Force Museum, Palam, New Delhi', 'Submarine Museum, Visakhapatnam']",48.0,24.0
49,"National Gallery of Modern Art, Delhi
Jehangir Art Gallery, Mumbai
Government Museum and Art Gallery, Chandigarh
Chitra Kala Parishad, Bangalore
Art Heritage Gallery, Delhi
Lalit Kala Akademi, Delhi
Victoria Memorial Hall, Kolkata
The Heritage Gallery, Goa
The Art Gallery, Hyderabad
Dhoomimal Art Gallery, Delhi
The Fine Art Company, Mumbai
Art Houz Gallery, Chennai
Gallery 7, Mumbai
Art Alive Gallery, Delhi
Kalakriti Art Gallery, Hyderabad
Emami Art, Kolkata
Sumukha Gallery, Bangalore
Vadehra Art Gallery, Delhi
Academy of Fine Arts, Kolkata
Anant Art Gallery, Delhi
Gallery Maskara, Mumbai
Kashi Art Gallery, Kochi
Sakshi Gallery, Mumbai
Jhaveri Contemporary, Mumbai
Kiran Nadar Museum of Art, Delhi
Chemould Prescott Road, Mumbai
Artisans' Gallery, Mumbai
Sakshi Gallery, Bangalore
The Guild, Mumbai
Art Entrance Gallery, Mumbai","['National Gallery of Modern Art, Delhi', 'Jehangir Art Gallery, Mumbai', 'Government Museum and Art Gallery, Chandigarh', 'Chitra Kala Parishad, Bangalore', 'Art Heritage Gallery, Delhi', 'Lalit Kala Akademi, Delhi', 'Victoria Memorial Hall, Kolkata', 'The Heritage Gallery, Goa', 'The Art Gallery, Hyderabad', 'Dhoomimal Art Gallery, Delhi', 'The Fine Art Company, Mumbai', 'Art Houz Gallery, Chennai', 'Gallery 7, Mumbai', 'Art Alive Gallery, Delhi', 'Kalakriti Art Gallery, Hyderabad', 'Emami Art, Kolkata', 'Sumukha Gallery, Bangalore', 'Vadehra Art Gallery, Delhi', 'Academy of Fine Arts, Kolkata', 'Anant Art Gallery, Delhi', 'Gallery Maskara, Mumbai', 'Kashi Art Gallery, Kochi', 'Sakshi Gallery, Mumbai', 'Jhaveri Contemporary, Mumbai', 'Kiran Nadar Museum of Art, Delhi', 'Chemould Prescott Road, Mumbai', 'Artisans Gallery, Mumbai', 'Sakshi Gallery, Bangalore', 'The Guild, Mumbai', 'Art Entrance Gallery, Mumbai']",49.0,25.0
50,"Chandni Chowk
Connaught Place
Dilli Haat
Karol Bagh Market
Sarojini Nagar Market
Janpath Market
Lajpat Nagar Market
Khan Market
South Extension Market
Greater Kailash Market
Select Citywalk Mall
Ambience Mall
Pacific Mall
DLF Emporio
DLF Promenade
M Block Market, GK 1
Paharganj Market
INA Market
Sadar Bazar
Kamla Nagar Market
Defence Colony Market
Rajouri Garden Market
Gaffar Market
Shankar Market
Tilak Nagar Market
Central Market, Lajpat Nagar
Hauz Khas Village
Khan Market
Delhi Duty Free
Palika Bazaar","['Chandni Chowk', 'Connaught Place', 'Dilli Haat', 'Karol Bagh Market', 'Sarojini Nagar Market', 'Janpath Market', 'Lajpat Nagar Market', 'Khan Market', 'South Extension Market', 'Greater Kailash Market', 'Select Citywalk Mall', 'Ambience Mall', 'Pacific Mall', 'DLF Emporio', 'DLF Promenade', 'M Block Market, GK 1', 'Paharganj Market', 'INA Market', 'Sadar Bazar', 'Kamla Nagar Market', 'Defence Colony Market', 'Rajouri Garden Market', 'Gaffar Market', 'Shankar Market', 'Tilak Nagar Market', 'Central Market, Lajpat Nagar', 'Hauz Khas Village', 'Khan Market', 'Delhi Duty Free', 'Palika Bazaar']",50.0,26.0
51,"Commercial Street
Brigade Road
MG Road
UB City Mall
Phoenix Marketcity
Orion Mall
Mantri Square Mall
Garuda Mall
Forum Mall
Gandhi Bazaar
Jayanagar Shopping Complex
Chickpet Market
Avenue Road
National Market
Gopalan Arcade Mall
The Collection, UB City
1MG Lido Mall
Inorbit Mall
VR Bengaluru
Royal Meenakshi Mall ","['Commercial Street', 'Brigade Road', 'MG Road', 'UB City Mall', 'Phoenix Marketcity', 'Orion Mall', 'Mantri Square Mall', 'Garuda Mall', 'Forum Mall', 'Gandhi Bazaar', 'Jayanagar Shopping Complex', 'Chickpet Market', 'Avenue Road', 'National Market', 'Gopalan Arcade Mall', 'The Collection, UB City', '1MG Lido Mall', 'Inorbit Mall', 'VR Bengaluru', 'Royal Meenakshi Mall']",51.0,27.0
52,"Geetanjali Salon
Affinity Salon
Looks Salon
JCB Salons
Mad O Wot Salon
Enrich Salon
Monsoon Salon
Headmasters Salon
Hair N Shanti
Bellezza Unisex Salon
Natures Tattva Salon
Femina Plus Salon
Vrinda Makeover Studio and Salon
Glamazon The Salon
Affinity Express
Enrich Salons & Academy
The Body Care and Cure Salon
Adorn Beauty & Spa
Kavita's Beauty Care
Pachouli Spa and Wellness","['Geetanjali Salon', 'Affinity Salon', 'Looks Salon', 'JCB Salons', 'Mad O Wot Salon', 'Enrich Salon', 'Monsoon Salon', 'Headmasters Salon', 'Hair N Shanti', 'Bellezza Unisex Salon', 'Natures Tattva Salon', 'Femina Plus Salon', 'Vrinda Makeover Studio and Salon', 'Glamazon The Salon', 'Affinity Express', 'Enrich Salons & Academy', 'The Body Care and Cure Salon', 'Adorn Beauty & Spa', ""Kavita's Beauty Care"", 'Pachouli Spa and Wellness']",52.0,28.0
53,"India is home to some of the most thrilling and exciting amusement parks in the world. Adlabs Imagica in Mumbai is one such park, featuring a range of roller coasters and water rides. Essel World, also in Mumbai, is another popular park with over 70 rides and attractions. Wonderla in Bangalore is known for its high-speed rides and water slides, while the Ramoji Film City in Hyderabad offers not only rides and attractions but also a behind-the-scenes look at the film industry. Other notable parks include Nicco Park in Kolkata, Worlds of Wonder in Noida, Snow World in Hyderabad, and Kingdom of Dreams in Gurugram. Delhi NCR is home to several parks such as Adventure Island, Drizzling Land, and Fun N Food Village. The Smaaash Amusement Center in Mumbai combines arcade games with rides and attractions, while the Appu Ghar Water Park in Pune is a great place to beat the heat. In Gujarat, Kankaria Lakefront and Shanku's Water Park are popular choices, while the Sentosa Water Park in Pune and Fantasy World in Kolkata also offer plenty of thrills. Other amusement parks worth visiting include Vismaya Water Park in Kerala, Veega Land in Kochi, and Splash Water World in Delhi. ","['Adlabs Imagica', 'Essel World', 'Wonderla', 'Ramoji Film City', 'Nicco Park', 'Worlds of Wonder', 'Snow World', 'Kingdom of Dreams', 'Adventure Island', 'Drizzling Land', 'Fun N Food Village', 'Smaaash Amusement Center', 'Appu Ghar Water Park', 'Kankaria Lakefront', ""Shanku's Water Park"", 'Sentosa Water Park', 'Fantasy World', 'Vismaya Water Park', 'Veega Land', 'Splash Water World']",53.0,29.0
54,"India is a country rich in art and culture, and there are numerous art galleries spread across the country that showcase the talents of various artists. Here are 30 art galleries in India worth visiting:

National Gallery of Modern Art, Delhi
Jehangir Art Gallery, Mumbai
Indian Museum, Kolkata
Lalit Kala Akademi, Delhi
Victoria Memorial Hall, Kolkata
Dr. Bhau Daji Lad Mumbai City Museum, Mumbai
Indira Gandhi National Centre for the Arts, Delhi
Kala Ghoda Arts Precinct, Mumbai
Chitra Kala Parishath, Bangalore
NGMA Bengaluru, Bangalore
Art Heritage Gallery, Delhi
Jindal Arts Centre, Bangalore
Venkatappa Art Gallery, Bangalore
Kashi Art Gallery, Kochi
Kerala Lalithakala Akademi, Kochi
Museum of Fine Arts, Chandigarh
Art Alive Gallery, Delhi
Vadehra Art Gallery, Delhi
Art Heritage Gallery, Delhi
Threshold Art Gallery, Delhi
Artisans' Gallery, Mumbai
Tao Art Gallery, Mumbai
Project 88, Mumbai
Sakshi Gallery, Mumbai
Gallery G, Bangalore
Galleria M, Kolkata
Chemould Prescott Road, Mumbai
Kalakriti Art Gallery, Hyderabad
Mahua Art Gallery, Bangalore
Art Houz Gallery, Chennai
 ","['National Gallery of Modern Art, Delhi', 'Jehangir Art Gallery, Mumbai', 'Indian Museum, Kolkata', 'Lalit Kala Akademi, Delhi', 'Victoria Memorial Hall, Kolkata', 'Dr. Bhau Daji Lad Mumbai City Museum, Mumbai', 'Indira Gandhi National Centre for the Arts, Delhi', 'Kala Ghoda Arts Precinct, Mumbai', 'Chitra Kala Parishath, Bangalore', 'NGMA Bengaluru, Bangalore', 'Art Heritage Gallery, Delhi', 'Jindal Arts Centre, Bangalore', 'Venkatappa Art Gallery, Bangalore', 'Kashi Art Gallery, Kochi', 'Kerala Lalithakala Akademi, Kochi', 'Museum of Fine Arts, Chandigarh', 'Art Alive Gallery, Delhi', 'Vadehra Art Gallery, Delhi', 'Art Heritage Gallery, Delhi', 'Threshold Art Gallery, Delhi', 'Artisans Gallery, Mumbai', 'Tao Art Gallery, Mumbai', 'Project 88, Mumbai', 'Sakshi Gallery, Mumbai', 'Gallery G, Bangalore', 'Galleria M, Kolkata', 'Chemould Prescott Road, Mumbai', 'Kalakriti Art Gallery, Hyderabad', 'Mahua Art Gallery, Bangalore', 'Art Houz Gallery, Chennai']",54.0,30.0
